job0	9	9	1762	0	14347
job1	18	9	970	609	697
job2	20	2	53088744165	1510005522	5759777
job3	22	2	61873748853	1387369304	5840114
job4	25	3	404	22	191
job5	32	7	1483413	0	17296097682
job6	32	0	404	22	191
job7	46	14	25526958	300	24106570
job8	49	3	6913085573	1380194628	2464
job9	56	7	123701	0	1480875
job10	74	18	12177	5586	835
job11	75	1	1739	856	811
job12	75	0	66745	57872	1788
job13	75	0	2259	1992	1721
job14	75	0	15817	13283	1758
job15	76	1	51389	25552	859
job16	83	7	12976476	29882024	11298047
job17	84	1	396	0	2811
job18	85	1	247378729350	25004320618	18912002
job19	88	3	15403	9586	1739735
job20	90	2	302	22	136
job21	91	1	105524690590	199332552722	22658748953
job22	92	1	302	18	136
job23	92	0	105524690590	247225400197	22848949208
job24	114	22	189401834974	0	1079571246
job25	116	2	9914	292	288
job26	117	1	189401834974	0	7715860
job27	117	0	1063401	0	46284
job28	118	1	756581	0	43023
job29	119	1	6589	5905	3744
job30	119	0	3827	1468	1831
job31	123	4	13710389	0	575930
job32	126	3	48183425	55501379	25747658
job33	127	1	404	18	191
job34	130	3	404	22	191
job35	132	2	1	49	0
job36	144	12	189401834974	0	1176919669
job37	150	6	59669379100	0	54341481374
job38	154	4	189401834974	0	1248373017
job39	155	1	47081	549	569
job40	156	1	189401834974	0	44865745
job41	157	1	1	29	0
job42	166	9	189401834974	0	12614001
job43	166	0	189401834974	0	5217241
job44	167	1	189401834974	0	1298313323
job45	178	11	3875	0	16788
job46	179	1	1965	0	6166
job47	180	1	319170822	53397	816
job48	181	1	86583681	0	3630928
job49	189	8	77302089315	111142889	1424411
job50	190	1	83536091926	149864943	1423388
job51	190	0	73476471165	118236217	1421507
job52	190	0	78426386362	116148111	1424420
job53	191	1	494662	0	103899246476
job54	191	0	302	22	136
job55	192	1	302	22	136
job56	193	1	64306595974	99952523	1421527
job57	195	2	450371	0	450371
job58	195	0	78355250388	136941599	1422842
job59	197	2	85808475492	123158254	1424743
job60	205	8	1094143387	272063600	43687215
job61	230	25	670686	0	580944288
job62	230	0	467089624640	101701	244
job63	230	0	27900870	302	26628408
job64	231	1	2155	527	518
job65	233	2	404	22	191
job66	240	7	3585259	5243777	41169
job67	241	1	3405400	5190026	42219
job68	241	0	11183567	0	15746926
job69	246	5	450371	0	450371
job70	246	0	4233153	37	244
job71	248	2	15018947218	52205101	1419016
job72	267	19	404	22	191
job73	268	1	7828468	10060775	4690086
job74	283	15	302	22	136
job75	290	7	91946283	0	364076589
job76	299	9	539	74	289
job77	314	15	302	22	136
job78	317	3	27900870	51845015	26590981
job79	327	10	404	22	191
job80	328	1	1666732399	2229848800	2362
job81	330	2	4002469713	769566052	3082
job82	336	6	58771293366	609318	1975
job83	341	5	219675	0	110031
job84	343	2	6498636747	0	1610528
job85	347	4	6498636747	0	310329
job86	354	7	6498641107	0	313929
job87	357	3	404	22	191
job88	361	4	6498641107	0	219840957
job89	362	1	6498636747	0	314531
job90	369	7	6498636747	0	220630179
job91	371	2	1	49	0
job92	373	2	1221257245	306018850	47636941
job93	374	1	6498636747	0	318708
job94	380	6	6498636747	0	1621932
job95	386	6	302	22	136
job96	388	2	28326806	31429168	15136143
job97	397	9	1	49	0
job98	401	4	17808801	11241137	147710
job99	405	4	18250732	11739343	132348
job100	406	1	302	22	136
job101	411	5	4666941	0	184618
job102	413	2	2364020	0	107004
job103	415	2	6200	0	614533304
job104	419	4	218116	0	106674
job105	420	1	219373002	304888541	88828070
job106	420	0	21605020	0	872100
job107	423	3	404	22	191
job108	435	12	281473678	113927671	24350970
job109	447	12	404	22	191
job110	453	6	15829743	0	11144472
job111	453	0	249607197419	24253504175	18513687
job112	456	3	467089624640	101701	244
job113	463	7	4233153	37	244
job114	464	1	197088489	0	67175
job115	466	2	302	22	136
job116	472	6	1070808	1402761	421410
job117	474	2	22555	3425	93
job118	478	4	781292838397	1281995000410	780422469303
job119	480	2	17289355	303	15116673
job120	481	1	13020668	358690	148534
job121	481	0	11137305	0	11145501
job122	482	1	3728070320	0	502517807
job123	485	3	2377667935	4979403763	182050104
job124	496	11	302	22	136
job125	496	0	108194735	0	0
job126	499	3	160421525635	21302095981	2559015744
job127	514	15	17792112	11278783	138401
job128	515	1	18864345	12129252	132668
job129	515	0	18543381	11911840	134690
job130	523	8	461722	0	0
job131	530	7	404	22	191
job132	531	1	1590684084	7593417002	2090196743
job133	532	1	11145692	0	11078796
job134	542	10	668098182950	0	722355123334
job135	542	0	421601	0	7761980
job136	545	3	148725	0	1970287
job137	548	3	39718426258	6538279534	22862
job138	560	12	140551969	25310433	2709
job139	560	0	18416616174	42790093140	23787043241
job140	566	6	2550	1436	1121
job141	569	3	396347971	153416177	30428939
job142	574	5	240151344744	19180097866	17029139
job143	575	1	18951043	12158868	135154
job144	578	3	302	22	136
job145	585	7	404	22	191
job146	585	0	7992032760	0	6345
job147	590	5	1082	0	10964
job148	596	6	554605592	974351549	10949326
job149	602	6	230640382975	24012893189	18619965
job150	602	0	5706354	4261258	103288
job151	609	7	1	29	0
job152	611	2	5786942	5023360	122436
job153	615	4	404	22	191
job154	617	2	230057340803	22117698818	17740492
job155	630	13	211388538564	15891545508	14530026
job156	631	1	302	18	136
job157	637	6	1	49	0
job158	638	1	108194735	35073849	14175394
job159	647	9	240796251344	25820734945	19282036
job160	654	7	53500053881	1461226151	5864937
job161	655	1	467453156	0	502465373
job162	658	3	302	22	136
job163	674	16	404	22	191
job164	688	14	22220	22	191
job165	691	3	232012059543	25253124733	19283926
job166	696	5	58771293366	532206	12104
job167	712	16	4233153	33	244
job168	716	4	404	22	191
job169	717	1	488820966	52149862	560
job170	718	1	140551969	0	0
job171	718	0	273241731	98101385	415
job172	723	5	273241731	35368570	290
job173	725	2	1567	1634	1204
job174	727	2	1042983	0	47859
job175	727	0	302	22	136
job176	729	2	4121470	0	186819
job177	731	2	125	0	2373303
job178	731	0	138	0	5444591
job179	731	0	559951	0	29611
job180	752	21	2606432247	731306	159877
job181	754	2	283012638	0	78973
job182	755	1	102924629	0	4098629
job183	760	5	302	22	136
job184	761	1	2861	4438	643
job185	766	5	404	22	191
job186	775	9	5444591	0	4906202
job187	778	3	2373303	0	2087457
job188	786	8	39745643	27421142	22949073
job189	796	10	27982424340	133345989092	18949661418
job190	798	2	404	22	191
job191	798	0	218705	0	107528
job192	799	1	88614304	0	348841380
job193	814	15	302	22	136
job194	818	4	18467316	11859799	135317
job195	826	8	541	61	297
job196	830	4	19720	0	78357
job197	848	18	499350845	65252556	632
job198	848	0	1223987760	0	17014018
job199	849	1	1	49	0
job200	852	3	78548	69133	27683
job201	853	1	404	18	191
job202	853	0	302	18	136
job203	861	8	488839353	37433433	559
job204	874	13	160068	0	1730662
job205	878	4	488	0	248
job206	880	2	1	49	0
job207	888	8	213074884	712	517
job208	889	1	106505052	712	512
job209	889	0	128	0	12435568
job210	890	1	374159526409	191616397444	99912887479
job211	893	3	404	22	191
job212	894	1	671028477	858095742	18069286
job213	904	10	240997951753	23352805238	18523288
job214	907	3	302	22	136
job215	913	6	27874	0	512495
job216	924	11	12435568	0	5277913
job217	941	17	4233153	37	244
job218	941	0	302	22	136
job219	948	7	404	22	191
job220	950	2	2977	3277	1640
job221	951	1	2154572	4367337	1800513
job222	954	3	141	0	29985338
job223	956	2	16986087	10718876	143981
job224	967	11	22553	3460	92
job225	978	11	10839989	21553994	11606050
job226	980	2	404	22	191
job227	985	5	29985338	0	14164172
job228	986	1	316	161	525
job229	987	1	18573410	11930132	135197
job230	992	5	302	22	136
job231	994	2	823399672	449190226	1134341439
job232	995	1	875035060	695966605	1750412774
job233	1002	7	638424	0	0
job234	1007	5	6612	0	0
job235	1010	3	4090835	0	146387
job236	1013	3	73462019436	286891434691	80227220783
job237	1014	1	419256	0	22659
job238	1023	9	10839989	20950537	11309947
job239	1023	0	66852122	0	2721106
job240	1023	0	302	22	136
job241	1026	3	14493275	9199799	122567
job242	1030	4	404	18	191
job243	1032	2	2478831216	2717436432	285702725
job244	1033	1	30397480641	84799485472	21837842837
job245	1034	1	780	494	496
job246	1035	1	237147412000	19386229541	16849671
job247	1036	1	487643	738993	35934
job248	1036	0	1782491	0	2276749
job249	1036	0	458551	723315	36634
job250	1039	3	232727122878	24344798926	18700956
job251	1039	0	279879156	0	0
job252	1040	1	5810392	4340722	101785
job253	1042	2	39649064895	6509718329	22860
job254	1049	7	15589349	0	17001910
job255	1051	2	4113796603	0	942737
job256	1052	1	785	489	497
job257	1053	1	41858640	29056217	25666855
job258	1057	4	104	0	600
job259	1060	3	17695998	11263986	135284
job260	1063	3	404	22	191
job261	1068	5	108	0	250
job262	1068	0	108	0	272
